paymentid,invoice_no,class_id,client_id,ctd_by,ctd_on,lang_id,matter_no,payment_amount,payment_date,payment_number,payment_text,posting_date,status_id,transaction_type,payment_code
2455740,3140,1,51131,admin,2020-07-07,EN,51131-01,1745.00,2020-07-07,11775,Check Number 4239 against Inv# 3140,2020-07-07,FPD,PAYMENT,FPD
2455741,5481,1,51132,admin,2020-07-31,EN,51132-01,1635.00,2020-07-31,12577,Check Number 258825 against Inv# 5481,2020-07-31,FPD,PAYMENT,FPD
2455742,94,1,51142,admin,2019-06-26,EN,51142-01,166.50,2019-06-26,1008,Check Number 3212 against Inv# 94,2019-06-26,FPD,PAYMENT,FPD
2455743,94,1,51142,admin,2019-06-26,EN,51142-01,500.00,2019-06-26,1009,Check Number 3212 against Inv# 94,2019-06-26,HPD,PAYMENT,HPD
2455744,0,1,51142,admin,2022-01-31,EN,51142-02,1368.00,2022-01-31,30109,Jacob Monty Courtesy Discount,2022-01-31,DIC,PAYMENT,DIC
2455745,0,1,51142,admin,2022-03-31,EN,51142-02,3332.25,2022-03-31,32000,Jacob Monty Courtesy Discount,2022-03-31,DIC,PAYMENT,DIC
2455746,0,1,51142,admin,2019-09-24,EN,51142-02,30590.00,2019-09-24,3638,Check Number # 1072,2019-09-24,FPD,PAYMENT,FPD
2455747,0,1,51142,admin,2019-09-24,EN,51142-02,1346.97,2019-09-24,3639,Check Number # 1072,2019-09-24,HPD,PAYMENT,HPD
2455748,191,1,51142,admin,2019-06-26,EN,51142-02,7317.35,2019-06-26,1007,Check Number 1056 against Inv# 191,2019-06-26,FPD,PAYMENT,FPD
2455749,0,1,51142,admin,2020-03-30,EN,51142-03,15000.00,2020-03-30,9865,Courtesy Discount - Approved by Jacob M. Monty  on 4/14/2020,2020-03-30,DIS,PAYMENT,DIS
2455750,0,1,51142,admin,2022-01-31,EN,51142-03,1913.00,2022-01-31,30110,Jacob Monty Courtesy Discount,2022-01-31,DIC,PAYMENT,DIC
2455751,0,1,51142,admin,2022-03-31,EN,51142-03,1286.37,2022-03-31,31998,Jacob Monty Courtesy Discount,2022-03-31,DIC,PAYMENT,DIC
2455752,0,1,51142,admin,2022-05-31,EN,51142-03,1987.75,2022-05-31,33342,Jacob Monty Courtesy Discount,2022-05-31,DIC,PAYMENT,DIC
2455753,16977,1,51142,admin,2022-06-23,EN,51142-03,2200.13,2022-06-23,33549,Jacob Monty Courtesy 5% Discount on Inv# 16977,2022-06-23,DIC,PAYMENT,DIC
2455754,3390,1,51142,admin,2020-01-29,EN,51142-04,260.00,2020-01-29,7406,Check Number against Inv# 3390,2020-01-29,FPD,PAYMENT,FPD
2455755,14970,1,51142,admin,2022-02-22,EN,51142-06,135.00,2022-02-22,30122,Check Number 004266 against Inv# 14970,2022-02-22,FPD,PAYMENT,FPD
2455756,16978,1,51142,admin,2022-06-27,EN,51142-30,827.50,2022-06-27,33608,Check Number 004740 against Inv# 16978,2022-06-27,FPD,PAYMENT,FPD
2455757,7039,1,51142,admin,2020-12-23,EN,51142-31,137.50,2020-12-23,16025,Check Number 3841 against Inv# 7039,2020-12-23,FPD,PAYMENT,FPD
2455758,7039,1,51142,admin,2020-12-23,EN,51142-31,7500.00,2020-12-23,16026,Check Number 3841 against Inv# 7039,2020-12-23,HPD,PAYMENT,HPD
2455759,13544,1,51142,admin,2021-12-01,EN,51142-33,130.00,2021-12-01,27638,Check Number 12985 against Inv# 13544,2021-12-01,FPD,PAYMENT,FPD
2455760,10626,1,51142,admin,2021-08-02,EN,51142-35,150.00,2021-08-02,23898,Check Number 1434 against Inv# 10626,2021-08-02,FPD,PAYMENT,FPD
2455761,10626,1,51142,admin,2021-08-02,EN,51142-35,126.80,2021-08-02,23899,Check Number 1434 against Inv# 10626,2021-08-02,HPD,PAYMENT,HPD
2455762,12072,1,51142,admin,2021-08-30,EN,51142-37,2625.00,2021-08-30,24810,Check Number 1022 against Inv# 12072,2021-08-30,FPD,PAYMENT,FPD
2455763,16351,1,51142,admin,2022-05-27,EN,51142-41,675.00,2022-05-27,32762,Check Number 015836 against Inv# 16351,2022-05-27,FPD,PAYMENT,FPD
2455764,16097,1,51142,admin,2022-04-29,EN,51142-42,1595.00,2022-04-29,32185,Check Number 015475 against Inv# 16097,2022-04-29,FPD,PAYMENT,FPD
2455765,0,1,51153,admin,2021-06-05,EN,51153-01,100.84,2021-06-05,20911,Write Off of Fees - Confirmed,2021-06-05,WOF,PAYMENT,WOF
2455766,4894,1,51161,admin,2020-07-06,EN,51161-01,306.25,2020-07-06,11747,Check Number 10012 against Inv# 4894,2020-07-06,FPD,PAYMENT,FPD
2455767,4894,1,51161,admin,2020-07-06,EN,51161-01,306.25,2020-07-06,11748,Check Number 10034 against Inv# 4894,2020-07-06,FPD,PAYMENT,FPD
2455768,3391,1,51168,admin,2020-01-27,EN,51168-01,250.00,2020-01-27,7330,Check Number 2443 against Inv# 3391,2020-01-27,FPD,PAYMENT,FPD
2455769,2061,1,511071,admin,2019-10-01,EN,51171-01,5000.00,2019-10-01,4459,Check Number 115 against Inv# 2061,2019-10-01,FPD,PAYMENT,FPD
2455770,0,1,51175,admin,2019-05-31,EN,51175-01,875.00,2019-05-31,33141,Balance forward as of 5-30-2019 (From QBs),2019-05-31,FEE,PAYMENT,FEE
2455771,0,1,51175,admin,2022-07-20,EN,51175-01,2753.15,2022-07-20,34339,Check Number 12070,2022-07-20,HPD,PAYMENT,HPD
2455772,2062,1,51179,admin,2019-10-14,EN,51179-01,10518.50,2019-10-14,4349,Check Number 044238 against Inv# 2062,2019-10-14,FPD,PAYMENT,FPD
2455773,594,1,51179,admin,2019-10-14,EN,51179-01,292.50,2019-10-14,4350,Check Number 044238 against Inv# 594 (Prior Balance on  Inv# 2062),2019-10-14,FPD,PAYMENT,FPD
2455774,0,1,51179,admin,2019-10-14,EN,51179-01,34012.24,2019-10-14,4351,Check Number 044238,2019-10-14,FPD,PAYMENT,FPD
2455775,0,1,51179,admin,2019-10-14,EN,51179-01,1190.26,2019-10-14,4352,Check Number 044238,2019-10-14,HPD,PAYMENT,HPD
2455776,0,1,51179,admin,2019-10-14,EN,51179-01,292.50,2019-10-14,4353,Check Number 044238 against inv 594,2019-10-14,FPD,PAYMENT,FPD
2455777,12512,1,51179,admin,2021-09-20,EN,51179-01,142.50,2021-09-20,25396,Check Number 046984 against Inv# 12512,2021-09-20,FPD,PAYMENT,FPD
2455778,15399,1,51179,admin,2022-03-31,EN,51179-02,330.00,2022-03-31,31047,Check Number 47713 against Inv# 15399,2022-03-31,FPD,PAYMENT,FPD
2455779,6757,1,51194,admin,2020-11-20,EN,51194-01,324.00,2020-11-20,15338,Check Number 11373 against Inv# 6757,2020-11-20,FPD,PAYMENT,FPD
2455780,6517,1,51194,admin,2020-11-20,EN,51194-01,90.00,2020-11-20,15339,Check Number 11373 against Inv# 6517 (Prior Balance on  Inv# 6757),2020-11-20,FPD,PAYMENT,FPD
2455781,17085,1,51194,admin,2022-07-18,EN,51194-02,4876.50,2022-07-18,34230,Check Number 12462 against Inv# 17085,2022-07-18,FPD,PAYMENT,FPD
2455782,0,1,51198,admin,2022-04-22,EN,51198-01,3520.05,2022-04-22,31860,Write Off of Fees,2022-04-22,WOF,PAYMENT,WOF
2455783,3133,1,51209,admin,2019-12-16,EN,51209-01,270.00,2019-12-16,6299,Check Number 33811 against Inv# 3133,2019-12-16,FPD,PAYMENT,FPD
2455784,16270,1,51209,admin,2022-05-23,EN,51209-01,175.50,2022-05-23,32700,Check Number 43667 against Inv# 16270,2022-05-23,FPD,PAYMENT,FPD
2455785,572,1,51209,admin,2019-07-17,EN,51209-02,238.00,2019-07-17,5858,Check Number 32315 against Inv# 572,2019-07-17,FPD,PAYMENT,FPD
2455786,0,1,51209,admin,2020-09-28,EN,51209-02,328.00,2020-09-28,13920,Check Number 36522,2020-09-28,FPD,PAYMENT,FPD
2455787,3304,1,51218,admin,2020-03-31,EN,51218-01,4874.50,2020-03-31,9616,Writing off Invoice#3304 & 3809 - Per JMM,2020-03-31,WFF,PAYMENT,WFF
2455788,2784,1,51228,admin,2019-11-30,EN,51228-01,331.00,2019-11-30,5751,Check Number 150786 against Inv# 2784,2019-11-30,FPD,PAYMENT,FPD
2455789,12547,1,51228,admin,2021-09-20,EN,51228-01,225.00,2021-09-20,25397,Check Number 151996 against Inv# 12547,2021-09-20,FPD,PAYMENT,FPD
2455790,12547,1,51228,admin,2021-09-20,EN,51228-01,3.32,2021-09-20,25398,Check Number 151996 against Inv# 12547,2021-09-20,HPD,PAYMENT,HPD
2455791,1818,1,51245,admin,2019-10-03,EN,51245-01,1315.00,2019-10-03,3823,Check Number 655 against Inv# 1818,2019-10-03,FPD,PAYMENT,FPD
2455792,0,1,51257,admin,2020-08-19,EN,51257-01,1498.75,2020-08-19,12816,Write Off of Fees per Ruth's email on 8-18-20,2020-08-19,WOF,PAYMENT,WOF
2455793,15650,1,51257,admin,2022-04-12,EN,51257-02,225.00,2022-04-12,31798,Credit Card Payment against Inv# 15650,2022-04-12,FPD,PAYMENT,FPD
2455794,14927,1,51263,admin,2022-05-26,EN,51263-02,292.50,2022-05-26,32723,Wire Transfer against Inv# 14927,2022-05-26,FPD,PAYMENT,FPD
2455795,14653,1,51263,admin,2022-06-29,EN,51263-02,875.00,2022-06-29,33659,Wire Transfer against Inv# 14653,2022-06-29,FPD,PAYMENT,FPD
2455796,15401,1,51263,admin,2022-06-29,EN,51263-02,130.00,2022-06-29,33663,Wire Transfer against Inv# 15401,2022-06-29,FPD,PAYMENT,FPD
2455797,15402,1,51263,admin,2022-06-29,EN,51263-03,820.00,2022-06-29,33664,Wire Transfer against Inv# 15402,2022-06-29,FPD,PAYMENT,FPD
2455798,15902,1,51263,admin,2022-06-29,EN,51263-03,1341.00,2022-06-29,33669,Wire Transfer against Inv# 15902,2022-06-29,HPD,PAYMENT,HPD
2455799,15403,1,51263,admin,2022-06-29,EN,51263-04,932.50,2022-06-29,33665,Wire Transfer against Inv# 15403,2022-06-29,FPD,PAYMENT,FPD
2455800,14929,1,51263,admin,2022-05-26,EN,51263-07,2992.50,2022-05-26,32725,Wire Transfer against Inv# 14929,2022-05-26,FPD,PAYMENT,FPD
2455801,13952,1,51263,admin,2022-06-29,EN,51263-07,295.00,2022-06-29,33657,Wire Transfer against Inv# 13952,2022-06-29,FPD,PAYMENT,FPD
2455802,14655,1,51263,admin,2022-06-29,EN,51263-07,705.00,2022-06-29,33661,Wire Transfer against Inv# 14655,2022-06-29,FPD,PAYMENT,FPD
2455803,15904,1,51266,admin,2022-06-24,EN,51266-01,1890.00,2022-06-24,33552,Credit Card Payment against Inv# 15904,2022-06-24,FPD,PAYMENT,FPD
2455804,16193,1,51266,admin,2022-06-24,EN,51266-01,315.00,2022-06-24,33553,Credit Card Payment against Inv# 16193,2022-06-24,FPD,PAYMENT,FPD
2455805,16790,1,51266,admin,2022-06-24,EN,51266-01,585.00,2022-06-24,33554,Credit Card Payment against Inv# 16790,2022-06-24,FPD,PAYMENT,FPD
2455806,0,1,51266,admin,2021-07-30,EN,51266-02,6750.00,2021-07-30,23772,Credit Card Payment towards Balance,2021-07-30,FPD,PAYMENT,FPD
2455807,0,1,51266,admin,2020-10-16,EN,51266-02,2000.00,2020-10-16,14469,Approval Code 283105,2020-10-16,FPD,PAYMENT,FPD
2455808,3467,1,51266,admin,2021-01-12,EN,51266-02,3000.00,2021-01-12,16565,Credit Card Payment Inv #3467,2021-01-12,FPD,PAYMENT,FPD
2455809,0,1,51266,admin,2021-05-13,EN,51266-02,10000.00,2021-05-13,20368,Credit Card Payment towards balance,2021-05-13,FPD,PAYMENT,FPD
2455810,0,1,51266,admin,2021-07-02,EN,51266-02,10000.00,2021-07-02,22383,Credit Card Payment towards Balance,2021-07-02,FPD,PAYMENT,FPD
2455811,0,1,51266,admin,2021-08-17,EN,51266-02,10000.00,2021-08-17,24465,Credit Card Payment against Balance,2021-08-17,FPD,PAYMENT,FPD
2455812,0,1,51266,admin,2021-08-26,EN,51266-02,3570.86,2021-08-26,24740,Credit Card Payment towards Balance,2021-08-26,FPD,PAYMENT,FPD
2455813,13519,1,51266,admin,2022-01-27,EN,51266-04,1012.50,2022-01-27,29285,Credit Card Payment against Inv# 13519,2022-01-27,FPD,PAYMENT,FPD
2455814,13954,1,51266,admin,2022-01-27,EN,51266-04,837.50,2022-01-27,29287,Credit Card Payment against Inv# 13954,2022-01-27,FPD,PAYMENT,FPD
2455815,14405,1,51266,admin,2022-07-14,EN,51266-04,100.00,2022-07-14,34295,Credit Card Payment against Inv# 14405,2022-07-14,FPD,PAYMENT,FPD
2455816,13500,1,51266,admin,2022-01-27,EN,51266-05,50.00,2022-01-27,29284,Credit Card payment against Inv# 13500,2022-01-27,FPD,PAYMENT,FPD
2455817,0,1,51268,admin,2019-10-04,EN,51268-01,5157.50,2019-10-04,3985,Check Number 37537,2019-10-04,FPD,PAYMENT,FPD
2455818,0,1,51269,admin,2019-06-29,EN,51269-01,5000.00,2019-06-29,5478,Trust Retainer,2019-06-29,TRS,PAYMENT,TRS
2455819,0,1,51269,admin,2021-06-05,EN,51269-01,255.00,2021-06-05,20909,Write Off of Fees - Confirmed,2021-06-05,WOF,PAYMENT,WOF
2455820,0,1,52000,admin,2019-05-16,EN,52000-01,4000.00,2019-05-16,1871,VISA-7948,2019-05-16,FPD,PAYMENT,FPD
2455821,0,1,,admin,2019-08-09,EN,52009-01,3500.00,2019-08-09,2309,RETAINER,2019-08-09,FPD,PAYMENT,FPD
2455822,0,1,52009,admin,2020-11-23,EN,52009-01,498.00,2020-11-23,15366,Check Number 57491,2020-11-23,FPD,PAYMENT,FPD
2455823,6932,1,52009,admin,2021-02-08,EN,52009-01,4156.00,2021-02-08,17577,Check Number 57794 Inv#6932 against Inv# 6932,2021-02-08,FPD,PAYMENT,FPD
2455824,609,1,52015,admin,2019-07-18,EN,52015-01,4470.00,2019-07-18,1727,Check Number 059120 against Inv# 609,2019-07-18,FPD,PAYMENT,FPD
2455825,0,1,52015,admin,2020-06-12,EN,52015-01,9983.56,2020-06-12,11409,"Write Off of Fees - Incorrectly billed. Client was supposed to be billed only one time Flat fee of $4,470.00 which was billed and collected.",2020-06-12,WOF,PAYMENT,WOF
2455826,9025,1,52030,admin,2019-07-30,EN,52030-01,1800.00,2019-07-30,1948,Payment Received/Fees - Check #: 9025,2019-07-30,FPD,PAYMENT,FPD
2455827,5335,1,52030,admin,2020-06-17,EN,52030-02,5000.00,2020-06-17,11453,Check Number 10930 against Inv# 5335,2020-06-17,FPD,PAYMENT,FPD
2455828,0,1,52030,admin,2020-02-28,EN,52030-03,3600.00,2020-02-28,9614,Write off Flat Fee,2020-02-28,WFF,PAYMENT,WFF
2455829,8553,1,52030,admin,2021-03-17,EN,52030-03,4875.00,2021-03-17,18654,Check Number 12231 against Inv# 8553,2021-03-17,FPD,PAYMENT,FPD
2455830,0,1,52657,admin,2020-04-20,EN,52567-02,9672.00,2020-04-20,9912,Approval Code 005102,2020-04-20,FPD,PAYMENT,FPD
2455831,2018,1,52657,admin,2020-04-20,EN,52567-02,61.50,2020-04-20,9913,Approval Code 005102 against Inv# 2018 (Prior Balance on,2020-04-20,FPD,PAYMENT,FPD
2455832,2019,1,52657,admin,2020-04-20,EN,52567-02,471.00,2020-04-20,9914,Approval Code 005102 against Inv# 2019 (Prior Balance on,2020-04-20,FPD,PAYMENT,FPD
2455833,2883,1,52657,admin,2020-04-20,EN,52567-02,170.50,2020-04-20,9915,Approval Code 005102 against Inv# 2883 (Prior Balance on,2020-04-20,FPD,PAYMENT,FPD
2455834,14070,1,52651,admin,2019-09-13,EN,52651-01,1069.10,2019-09-13,3499,Check Number #14070,2019-09-13,FPD,PAYMENT,FPD
2455835,1834,1,52651,admin,2019-10-15,EN,52651-01,292.50,2019-10-15,4369,Check Number 14300 against Inv# 1834,2019-10-15,FPD,PAYMENT,FPD
2455836,14070,1,52651,admin,2019-09-13,EN,52651-01,416.20,2019-09-13,3500,Check Number #14070,2019-09-13,HPD,PAYMENT,HPD
2455837,0,1,52651,admin,2019-10-28,EN,52651-01,742.65,2019-10-28,4617,Check Number 14363,2019-10-28,FPD,PAYMENT,FPD
2455838,0,1,52651,admin,2019-10-28,EN,52651-01,742.65,2019-10-28,4618,Check Number 14389,2019-10-28,FPD,PAYMENT,FPD
2455839,0,1,52651,admin,2019-11-13,EN,52651-01,1485.30,2019-11-13,5350,Check Number 14584,2019-11-13,FPD,PAYMENT,FPD
2455840,0,1,52651,admin,2019-11-30,EN,52651-01,1485.30,2019-11-30,5750,Check Number 14752,2019-11-30,FPD,PAYMENT,FPD
2455841,0,1,52651,admin,2020-01-06,EN,52651-01,326.45,2020-01-06,6705,Check Number 15035,2020-01-06,FPD,PAYMENT,FPD
2455842,0,1,52651,admin,2020-01-06,EN,52651-01,416.20,2020-01-06,6706,Check Number 15035,2020-01-06,HPD,PAYMENT,HPD
2455843,0,1,52651,admin,2020-01-27,EN,52651-01,742.65,2020-01-27,7326,Check Number 15181,2020-01-27,FPD,PAYMENT,FPD
2455844,0,1,52651,admin,2020-02-12,EN,52651-01,742.65,2020-02-12,7900,Check Number 15287,2020-02-12,FPD,PAYMENT,FPD
2455845,0,1,52651,admin,2019-11-15,EN,52651-01,742.65,2019-11-15,9854,Check Number 14650,2019-11-15,FPD,PAYMENT,FPD
2455846,1027,1,52651,admin,2020-04-24,EN,52651-01,1006.40,2020-04-24,9966,Check Number 15859 against Inv# 1027,2020-04-24,FPD,PAYMENT,FPD
2455847,1027,1,52651,admin,2020-04-24,EN,52651-01,65.00,2020-04-24,9965,Check Number 15859 against Inv# 1027,2020-04-24,FPD,PAYMENT,FPD
2455848,0,1,52651,admin,2020-06-26,EN,52651-01,480.50,2020-06-26,11674,Check Number 16490,2020-06-26,FPD,PAYMENT,FPD
2455849,16779,1,52651,admin,2020-07-20,EN,52651-01,480.50,2020-07-20,12249,Check Number #16779,2020-07-20,FPD,PAYMENT,FPD
2455850,0,1,52651,admin,2020-07-24,EN,52651-01,480.50,2020-07-24,12283,Check Number 16813,2020-07-24,FPD,PAYMENT,FPD
2455851,0,1,52651,admin,2020-07-27,EN,52651-01,480.50,2020-07-27,12288,Check Number 16874,2020-07-27,FPD,PAYMENT,FPD
2455852,101,1,52651,admin,2020-09-14,EN,52651-01,480.50,2020-09-14,13671,Check Number 17294 against Inv# 101,2020-09-14,FPD,PAYMENT,FPD
2455853,0,1,52651,admin,2020-08-12,EN,52651-01,480.50,2020-08-12,12680,Check Number 17023,2020-08-12,FPD,PAYMENT,FPD
2455854,101,1,52651,admin,2020-10-13,EN,52651-01,480.50,2020-10-13,14242,Check Number 17591 against Inv# 101,2020-10-13,FPD,PAYMENT,FPD
2455855,0,1,52651,admin,2020-11-17,EN,52651-01,480.50,2020-11-17,15327,Check Number 17856,2020-11-17,FPD,PAYMENT,FPD
2455856,101,1,52651,admin,2021-01-21,EN,52651-01,480.50,2021-01-21,17010,Check Number 18543 Inv#101 against Inv# 101,2021-01-21,FPD,PAYMENT,FPD
2455857,101,1,52651,admin,2021-02-08,EN,52651-01,306.50,2021-02-08,17578,Check Number 18745 Inv#101 & Inv#597 against Inv# 101,2021-02-08,FPD,PAYMENT,FPD
2455858,101,1,52651,admin,2021-02-08,EN,52651-01,174.00,2021-02-08,17579,Check Number 18745 Inv#101 & Inv#597 against Inv# 597,2021-02-08,FPD,PAYMENT,FPD
2455859,0,1,52652,admin,2019-05-20,EN,52652-01,7500.00,2019-05-20,1874,Retainer,2019-05-20,FEE,PAYMENT,FEE
2455860,3123,1,52652,admin,2020-05-22,EN,52652-01,1011.50,2020-05-22,10770,Check Number 43453071 against Inv# 3123,2020-05-22,FPD,PAYMENT,FPD
2455861,4312,1,52652,admin,2020-05-22,EN,52652-01,75.00,2020-05-22,10771,Check Number 43435841 against Inv# 4312,2020-05-22,FPD,PAYMENT,FPD
2455862,16271,1,52652,admin,2022-05-26,EN,52652-02,3107.50,2022-05-26,32719,Check Number 0063014290 against Inv# 16271,2022-05-26,FPD,PAYMENT,FPD
2455863,15855,1,52652,admin,2022-04-28,EN,52652-03,1250.00,2022-04-28,32057,Check Number 0062289347 against Inv# 15855,2022-04-28,FPD,PAYMENT,FPD
2455864,0,1,52653,admin,2020-06-24,EN,52653-01,62.50,2020-06-24,11617,Approval Code 07492D,2020-06-24,FPD,PAYMENT,FPD
2455865,3550,1,52653,admin,2020-06-24,EN,52653-01,120.00,2020-06-24,11618,Approval Code 07492D against Inv# 3550 (Prior Balance on,2020-06-24,FPD,PAYMENT,FPD
2455866,3811,1,52653,admin,2020-06-24,EN,52653-01,100.00,2020-06-24,11619,Approval Code 07492D against Inv# 3811 (Prior Balance on,2020-06-24,FPD,PAYMENT,FPD
2455867,0,1,52654,admin,2019-11-12,EN,52654-01,1500.00,2019-11-12,5333,Payment Number 2395584,2019-11-12,FPD,PAYMENT,FPD
2455868,0,1,52654,admin,2019-12-26,EN,52654-01,772.00,2019-12-26,6393,Wire Payment,2019-12-26,FPD,PAYMENT,FPD
2455869,531,1,52654,admin,2020-12-16,EN,52654-01,1440.00,2020-12-16,15957,Wire Transfer Partial on Inv #531,2020-12-16,FPD,PAYMENT,FPD
2455870,0,1,52654,admin,2021-10-26,EN,52654-01,3199.00,2021-10-26,26576,Write Off of Fees,2021-10-26,WOF,PAYMENT,WOF
2455871,0,1,2656,admin,2020-05-19,EN,52654-02,1500.00,2020-05-19,10684,Wire Transfer 2415238,2020-05-19,FPD,PAYMENT,FPD
2455872,0,1,2656,admin,2020-06-16,EN,52654-02,1500.00,2020-06-16,11450,Wire Transfer,2020-06-16,FPD,PAYMENT,FPD
2455873,13467,1,2656,admin,2021-12-22,EN,52654-02,740.00,2021-12-22,28413,Check Number against Inv# 13467,2021-12-22,FPD,PAYMENT,FPD
2455874,2051,1,52657,admin,2019-12-16,EN,52657-01,140.50,2019-12-16,6301,Check Number 5555 against Inv# 2051,2019-12-16,FPD,PAYMENT,FPD
2455875,0,1,52657,admin,2020-06-12,EN,52657-01,21329.50,2020-06-12,11401,Write Off of Hard Costs,2020-06-12,WHC,PAYMENT,WHC
2455876,0,1,52657,admin,2020-06-12,EN,52657-01,386.00,2020-06-12,11449,Wire received on 6/12/20,2020-06-12,FPD,PAYMENT,FPD
2455877,0,1,52657,admin,2021-05-18,EN,52657-01,54.00,2021-05-18,20567,Write Off of Fees,2021-05-18,WOF,PAYMENT,WOF
2455878,6164,1,52657,admin,2021-06-23,EN,52657-02,67.50,2021-06-23,22181,Credit Card Payment against Inv# 6164,2021-06-23,FPD,PAYMENT,FPD
2455879,0,1,52657,admin,2022-01-07,EN,52657-02,695.12,2022-01-07,28953,Wire received on 1/7/22,2022-01-07,FPD,PAYMENT,FPD
2455880,5057,1,52657,admin,2020-05-22,EN,52657-04,11814.25,2020-05-22,10774,Check Number 82773 against Inv# 5057,2020-05-22,FPD,PAYMENT,FPD
2455881,0,1,52657,admin,2019-12-09,EN,52657-05,5839.07,2019-12-09,6071,Check Number 60764,2019-12-09,FPD,PAYMENT,FPD
2455882,1842,1,52657,admin,2019-11-25,EN,52657-07,3496.00,2019-11-25,5630,Check Number 84230 against Inv# 1842,2019-11-25,FPD,PAYMENT,FPD
2455883,2367,1,52657,admin,2019-11-25,EN,52657-07,2268.50,2019-11-25,5631,Check Number 84230 against Inv# 2367,2019-11-25,FPD,PAYMENT,FPD
2455884,2367,1,52657,admin,2019-11-25,EN,52657-07,246.71,2019-11-25,5632,Check Number 84230 against Inv# 2367,2019-11-25,HPD,PAYMENT,HPD
2455885,2885,1,52657,admin,2019-11-30,EN,52657-07,202.50,2019-11-30,5749,Check Number 84464 against Inv# 2885,2019-11-30,FPD,PAYMENT,FPD
2455886,9680,1,52657,admin,2021-06-23,EN,52657-08,53.00,2021-06-23,22183,Credit Card Payment against Inv# 9680,2021-06-23,FPD,PAYMENT,FPD
2455887,0,1,52657,admin,2022-01-06,EN,52657-08,53.00,2022-01-06,28896,Wire Transfer,2022-01-06,FPD,PAYMENT,FPD
2455888,0,1,52657,admin,2022-01-06,EN,52657-08,261.47,2022-01-06,28897,Wire Transfer,2022-01-06,HPD,PAYMENT,HPD
2455889,8986,1,52657,admin,2022-01-06,EN,52657-08,180.00,2022-01-06,28898,Wire Transfer against Inv# 8986 (Prior Balance on,2022-01-06,FPD,PAYMENT,FPD
2455890,8986,1,52657,admin,2022-01-06,EN,52657-08,4900.00,2022-01-06,28899,Wire Transfer against Inv# 8986 (Prior Balance on,2022-01-06,HPD,PAYMENT,HPD
2455891,9238,1,52657,admin,2022-01-06,EN,52657-08,45.00,2022-01-06,28900,Wire Transfer against Inv# 9238 (Prior Balance on,2022-01-06,FPD,PAYMENT,FPD
2455892,0,1,52657,admin,2021-01-06,EN,52657-08,14.50,2021-01-06,28904,Wire Transfer,2021-01-06,FPD,PAYMENT,FPD
2455893,0,1,52657,admin,2021-05-18,EN,52657-09,92.50,2021-05-18,20566,Write Off of Fees,2021-05-18,WOF,PAYMENT,WOF
2455894,0,1,50833,admin,2022-04-19,EN,52657-10,74.40,2022-04-19,31855,Write Off of Fees,2022-04-19,WOF,PAYMENT,WOF
2455895,2013,1,52657,admin,2020-06-12,EN,52657-11,1785.00,2020-06-12,11435,Check Number 0045527 against Inv# 2013,2020-06-12,FPD,PAYMENT,FPD
2455896,2013,1,52657,admin,2020-06-12,EN,52657-11,405.40,2020-06-12,11436,Check Number 0045527 against Inv# 2013,2020-06-12,HPD,PAYMENT,HPD
2455897,131,1,52658,admin,2019-07-05,EN,52658-01,344.00,2019-07-05,14123,Check Number 16156 against Inv# 131,2019-07-05,FPD,PAYMENT,FPD
2455898,591,1,52658,admin,2019-12-09,EN,52658-01,142.50,2019-12-09,14124,Check Number 16873 against Inv# 591,2019-12-09,FPD,PAYMENT,FPD
2455899,3758,1,52660,admin,2020-02-29,EN,52660-02,996.50,2020-02-29,8343,Check Number 47886 against Inv# 3758,2020-02-29,FPD,PAYMENT,FPD
2455900,16357,1,52660,admin,2022-06-03,EN,52660-02,630.00,2022-06-03,33132,Check Number 50325 against Inv# 16357,2022-06-03,FPD,PAYMENT,FPD
2455901,0,1,52902,admin,2020-05-27,EN,52902-02,22146.56,2020-05-27,10793,Wire Transfer,2020-05-27,FPD,PAYMENT,FPD
2455902,0,1,52902,admin,2020-05-27,EN,52902-02,311.01,2020-05-27,10794,Wire Transfer,2020-05-27,HPD,PAYMENT,HPD
2455903,0,1,52902,admin,2020-05-27,EN,52902-03,27105.35,2020-05-27,10792,Wire Transfer,2020-05-27,FPD,PAYMENT,FPD
2455904,7929,1,52902,admin,2021-07-15,EN,52902-05,1939.00,2021-07-15,22848,Wire Transfer against Inv# 7929,2021-07-15,FPD,PAYMENT,FPD
2455905,8489,1,52902,admin,2021-07-15,EN,52902-05,1852.50,2021-07-15,22850,Wire Transfer against Inv# 8489,2021-07-15,FPD,PAYMENT,FPD
2455906,7930,1,52902,admin,2021-07-15,EN,52902-06,2211.00,2021-07-15,22849,Wire Transfer against Inv# 7930,2021-07-15,FPD,PAYMENT,FPD
2455907,8490,1,52902,admin,2021-07-15,EN,52902-06,869.50,2021-07-15,22851,Wire Transfer against Inv# 8490,2021-07-15,FPD,PAYMENT,FPD
2455908,0,1,52903,admin,2019-11-04,EN,52903-01,825.00,2019-11-04,5030,Paid by Credit Card 80408G,2019-11-04,HPD,PAYMENT,HPD
2455909,4469,1,52905,admin,2020-04-01,EN,52905-01,4178.80,2020-04-01,9425,Check Number 28843 against Inv# 4469,2020-04-01,FPD,PAYMENT,FPD
2455910,0,1,52906,admin,2020-09-23,EN,52906-01,567.50,2020-09-23,13828,Approval Code 230147,2020-09-23,FPD,PAYMENT,FPD
