paymentid,invoice_no,class_id,client_id,ctd_by,ctd_on,lang_id,matter_no,payment_amount,payment_date,payment_number,payment_text,posting_date,status_id,transaction_type,payment_code
5628188,16258,2,6303,admin,2021-05-17,EN,6303-211,700.00,2021-05-17,99999,Visa Payment - Atty Fees,2021-05-17,FPD,PAYMENT,FPD
5628189,15763,2,6303,admin,2022-03-03,EN,6303-211,1000.00,2022-03-03,99999,Visa Payment - Legal Fees & Interpretor Fees,2022-03-03,FPD,PAYMENT,FPD
5628190,15763,2,6303,admin,2022-03-03,EN,6303-211,150.00,2022-03-03,99999,Visa Payment - Legal Fees & Interpretor Fees,2022-03-03,HPD,PAYMENT,HPD
5628191,16258,2,6303,admin,2022-04-29,EN,6303-211,75.44,2022-04-29,99999,Write Off of Fees - To adjust AR Balance,2022-04-29,WOF,PAYMENT,WOF
5628192,0,2,6317,admin,2020-11-24,EN,6317-141,9630.05,2020-11-24,99999,Write Off of Fees - as per Claudia's list.,2020-11-24,WOF,PAYMENT,WOF
5628193,0,2,6317,admin,2020-12-31,EN,6317-141,27.50,2020-12-31,99999,Write Off of Fees,2020-12-31,WOF,PAYMENT,WOF
5628194,0,2,6317,admin,2019-07-05,EN,6317-191,37.50,2019-07-05,99999,Payment for Expenses,2019-07-05,HPD,PAYMENT,HPD
5628195,0,2,6317,admin,2019-07-05,EN,6317-191,375.00,2019-07-05,99999,Cash Payment,2019-07-05,FPD,PAYMENT,FPD
5628196,2686,2,6333,admin,2019-09-24,EN,6333-191,180.00,2019-09-24,99999,Atty Fees - Daca Renewal,2019-09-24,FPD,PAYMENT,FPD
5628197,2686,2,6333,admin,2019-09-23,EN,6333-191,95.00,2019-09-23,99999,Atty Fees - Daca,2019-09-23,FPD,PAYMENT,FPD
5628198,2686,2,6333,admin,2019-10-07,EN,6333-191,275.00,2019-10-07,99999,Atty Fees - Daca Renewal,2019-10-07,FPD,PAYMENT,FPD
5628199,13260,2,6341,admin,2019-08-13,EN,6341-191,2250.00,2019-08-13,99999,Atty Fees - I-601 matter,2019-08-13,FPD,PAYMENT,FPD
5628200,13260,2,6341,admin,2019-08-13,EN,6341-191,2350.00,2019-08-13,99999,Atty Fees - I-160 Waiver,2019-08-13,FPD,PAYMENT,FPD
5628201,13260,2,6341,admin,2020-06-26,EN,6341-191,325.00,2020-06-26,99999,M. O. Government Fee - NVC,2020-06-26,HPD,PAYMENT,HPD
5628202,0,2,6341,admin,2020-08-13,EN,6341-191,1250.00,2020-08-13,99999,Visa Payment - Atty Fees,2020-08-13,FPD,PAYMENT,FPD
5628203,715,2,6390,admin,2019-05-30,EN,6390-191,500.00,2019-05-30,99999,LEGAL FEES AND COSTS,2019-05-30,FPD,PAYMENT,FPD
5628204,715,2,6390,admin,2019-05-30,EN,6390-191,50.00,2019-05-30,99999,LEGAL FEES AND COSTS,2019-05-30,HPD,PAYMENT,HPD
5628205,0,2,6405,admin,2019-05-31,EN,6405-191,9.73,2019-05-31,99999,Write Off of Fees,2019-05-31,WOF,PAYMENT,WOF
5628206,0,2,6405,admin,2021-03-15,EN,6405-211,800.00,2021-03-15,99999,Cash Payment - Brianda Rodriguez,2021-03-15,FPD,PAYMENT,FPD
5628207,0,2,6405,admin,2021-03-15,EN,6405-211,62.50,2021-03-15,99999,Cash Payment - Brianda Rodriguez,2021-03-15,HPD,PAYMENT,HPD
5628208,0,2,6417,admin,2020-08-26,EN,6418-151,5500.00,2020-08-26,99999,Check Number 019083 - Escel Distribution LLC,2020-08-26,FPD,PAYMENT,FPD
5628209,0,2,6417,admin,2020-08-26,EN,6418-151,11.89,2020-08-26,99999,Check Number 019083 - Escel Distribution LLC,2020-08-26,HPD,PAYMENT,HPD
5628210,0,2,6417,admin,2020-08-28,EN,6418-151,32.50,2020-08-28,99999,"Balance coming from TS and was not able to determine the invoice for the amount of $32.50 needed to send invoices to client for payment Client  made payment of $5,511.89 on 08/26/2020",2020-08-28,WHC,PAYMENT,WHC
5628211,6715,2,8054,admin,2020-10-07,EN,6418-201,1300.00,2020-10-07,99999,VISA Payment Attorney and Cost Fee,2020-10-07,FPD,PAYMENT,FPD
5628212,6715,2,8054,admin,2020-10-07,EN,6418-201,137.50,2020-10-07,99999,VISA Payment Attorney and Cost Fee,2020-10-07,HPD,PAYMENT,HPD
5628213,8205,2,8054,admin,2020-10-30,EN,6418-201,1250.00,2020-10-30,99999,VISA Payment,2020-10-30,HPD,PAYMENT,HPD
5628214,8205,2,8054,admin,2021-01-30,EN,6418-201,1400.00,2021-01-30,99999,VISA Payment - Attorney and Cost Fees,2021-01-30,FPD,PAYMENT,FPD
5628215,8205,2,8054,admin,2021-01-30,EN,6418-201,37.50,2021-01-30,99999,VISA Payment - Attorney and Cost Fees,2021-01-30,HPD,PAYMENT,HPD
5628216,6028,2,8054,admin,2020-08-25,EN,6418-201,2500.00,2020-08-25,99999,VISA Payment - Attorney Fees,2020-08-25,FPD,PAYMENT,FPD
5628217,16380,2,8054,admin,2020-09-30,EN,6418-201,33.24,2020-09-30,99999,Write Off of Fees,2020-09-30,WOF,PAYMENT,WOF
5628218,16380,2,8054,admin,2022-04-30,EN,6418-201,22.00,2022-04-30,99999,Write Off of Fees - To Adjust AR Balance,2022-04-30,WOF,PAYMENT,WOF
5628219,0,2,6431,admin,2022-06-28,EN,6431-221,1000.00,2022-06-28,99999,VISA Payment,2022-06-28,FPD,PAYMENT,FPD
5628220,0,2,6431,admin,2022-06-28,EN,6431-221,150.00,2022-06-28,99999,VISA Payment,2022-06-28,HPD,PAYMENT,HPD
5628221,8404,2,6434,admin,2021-02-11,EN,6434-211,800.00,2021-02-11,99999,Visa Payment Attorney Fees & Cost,2021-02-11,FPD,PAYMENT,FPD
5628222,8404,2,6434,admin,2021-02-11,EN,6434-211,62.50,2021-02-11,99999,Visa Payment Attorney Fees & Cost,2021-02-11,HPD,PAYMENT,HPD
5628223,0,2,6437,admin,2019-05-15,EN,6437-151,205.00,2019-05-15,99999,Legal costs,2019-05-15,HPD,PAYMENT,HPD
5628224,750,2,6437,admin,2019-05-15,EN,6437-191,187.50,2019-05-15,99999,Legal fees and costs,2019-05-15,FPD,PAYMENT,FPD
5628225,750,2,6437,admin,2019-05-15,EN,6437-191,18.75,2019-05-15,99999,Legal fees and costs,2019-05-15,HPD,PAYMENT,HPD
5628226,0,2,6437,admin,2019-06-21,EN,6437-191,206.25,2019-06-21,99999,Check Number,2019-06-21,FPD,PAYMENT,FPD
5628227,5141,2,6437,admin,2020-05-07,EN,6437-201,201.25,2020-05-07,99999,VISA Payment,2020-05-07,FPD,PAYMENT,FPD
5628228,0,2,6437,admin,2021-10-28,EN,6437-211,1150.00,2021-10-28,99999,Visa Payment - Atty Fees & Cost,2021-10-28,FPD,PAYMENT,FPD
5628229,0,2,6437,admin,2021-10-28,EN,6437-211,225.00,2021-10-28,99999,Visa Payment - Atty Fees & Cost,2021-10-28,HPD,PAYMENT,HPD
5628230,0,2,6437,admin,2021-12-06,EN,6437-211,500.00,2021-12-06,99999,Visa Payment - Atty Fees,2021-12-06,FPD,PAYMENT,FPD
5628231,0,2,6437,admin,2022-01-03,EN,6437-211,500.00,2022-01-03,99999,Visa Payment - Atty Fees,2022-01-03,FPD,PAYMENT,FPD
5628232,0,2,6437,admin,2022-02-16,EN,6437-211,500.00,2022-02-16,99999,Visa payment - Atty Fees,2022-02-16,FPD,PAYMENT,FPD
5628233,0,2,6437,admin,2021-06-24,EN,6437-211,500.00,2021-06-24,99999,Visa Payment - Atty Fees,2021-06-24,FPD,PAYMENT,FPD
5628234,0,2,6437,admin,2021-07-15,EN,6437-211,160.00,2021-07-15,99999,Visa Payment - Atty Fees,2021-07-15,FPD,PAYMENT,FPD
5628235,0,2,6437,admin,2021-04-01,EN,6437-211,200.00,2021-04-01,99999,Visa Payment - Attorney Fees,2021-04-01,FPD,PAYMENT,FPD
5628236,1448,2,6447,admin,2019-05-07,EN,6448-191,1100.00,2019-05-07,99999,Legal fees,2019-05-07,FPD,PAYMENT,FPD
5628237,1448,2,6447,admin,2019-06-07,EN,6448-191,1100.00,2019-06-07,99999,Legal fees,2019-06-07,FPD,PAYMENT,FPD
5628238,3016,2,6447,admin,2019-11-25,EN,6448-191,1000.00,2019-11-25,99999,Visa Payment,2019-11-25,FPD,PAYMENT,FPD
5628239,3455,2,6447,admin,2019-12-27,EN,6448-191,600.00,2019-12-27,99999,Visa Payment,2019-12-27,FPD,PAYMENT,FPD
5628240,0,2,6447,admin,2020-01-29,EN,6448-191,600.00,2020-01-29,99999,Visa Payment,2020-01-29,FPD,PAYMENT,FPD
5628241,0,2,6447,admin,2019-11-25,EN,6448-191,380.00,2019-11-25,99999,Cost for Expenses on Interview Matter,2019-11-25,HPD,PAYMENT,HPD
5628242,0,2,MR2019,admin,2019-04-30,EN,6457-211,100.00,2019-04-30,99999,Payments from TS Funds Account - Admin Cost,2019-04-30,HPD,PAYMENT,HPD
5628243,11006,2,MR2019,admin,2019-04-30,EN,6460-211,100.00,2019-04-30,99999,Payments from TS Funds Account - Admin Cost,2019-04-30,HPD,PAYMENT,HPD
5628244,14210,2,6462,admin,2019-07-27,EN,6462-181,34.68,2019-07-27,99999,Expenses,2019-07-27,HPD,PAYMENT,HPD
5628245,14210,2,6462,admin,2019-04-30,EN,6462-181,1455.00,2019-04-30,99999,MR Reconciliation - TS Funds - Atty Fees,2019-04-30,FPD,PAYMENT,FPD
5628246,0,2,6462,admin,2021-12-23,EN,6462-181,445.00,2021-12-23,99999,Mastercard Payment - Cost,2021-12-23,HPD,PAYMENT,HPD
5628247,4763,2,6479,admin,2020-04-07,EN,6479-201,500.00,2020-04-07,99999,Cash Payment Attorney and Cost Fees,2020-04-07,FPD,PAYMENT,FPD
5628248,4763,2,6479,admin,2020-04-07,EN,6479-201,75.00,2020-04-07,99999,Cash Payment Attorney and Cost Fees,2020-04-07,HPD,PAYMENT,HPD
5628249,0,2,6517,admin,2019-05-31,EN,6517-191,9.72,2019-05-31,99999,Write Off of Fees,2019-05-31,WOF,PAYMENT,WOF
5628250,9095,2,6517,admin,2021-03-18,EN,6517-211,800.00,2021-03-18,99999,Mastercard - Attorney Fees & Cost,2021-03-18,FPD,PAYMENT,FPD
5628251,9095,2,6517,admin,2021-03-18,EN,6517-211,62.50,2021-03-18,99999,Mastercard - Attorney Fees & Cost,2021-03-18,HPD,PAYMENT,HPD
5628252,0,2,6569,admin,2022-05-18,EN,6569-171,582.06,2022-05-18,99999,Visa Payment - Govt Fees,2022-05-18,HPD,PAYMENT,HPD
5628253,0,2,6591,admin,2020-08-31,EN,6591-01,16.34,2020-08-31,99999,Write Off of Fees,2020-08-31,WOF,PAYMENT,WOF
5628254,0,2,6591,admin,2020-12-22,EN,6591-201,318.35,2020-12-22,99999,VISA Monthly Payment,2020-12-22,FPD,PAYMENT,FPD
5628255,0,2,6591,admin,2020-12-22,EN,6591-201,114.98,2020-12-22,99999,VISA Monthly Payment,2020-12-22,HPD,PAYMENT,HPD
5628256,0,2,6591,admin,2021-01-12,EN,6591-201,433.33,2021-01-12,99999,VISA PAyment,2021-01-12,FPD,PAYMENT,FPD
5628257,0,2,6591,admin,2021-02-09,EN,6591-201,433.34,2021-02-09,99999,Visa Payment - Attorney Fees,2021-02-09,FPD,PAYMENT,FPD
5628258,0,2,6608,admin,2020-09-25,EN,6608-201,800.00,2020-09-25,99999,VISA Payment Attorney and Cost Fees,2020-09-25,FPD,PAYMENT,FPD
5628259,0,2,6608,admin,2020-09-25,EN,6608-201,62.50,2020-09-25,99999,VISA Payment Attorney and Cost Fees,2020-09-25,HPD,PAYMENT,HPD
5628260,4676,2,6650,admin,2020-02-25,EN,6650-201,540.00,2020-02-25,99999,Visa Payment Initial Deposit and Costs,2020-02-25,FPD,PAYMENT,FPD
5628261,4676,2,6650,admin,2020-02-25,EN,6650-201,160.00,2020-02-25,99999,Visa Payment Initial Deposit and Costs,2020-02-25,HPD,PAYMENT,HPD
5628262,4676,2,6650,admin,2020-03-10,EN,6650-201,750.00,2020-03-10,99999,Visa 0964/ Gov't Filing Fee & issuance fee,2020-03-10,HPD,PAYMENT,HPD
5628263,4676,2,6650,admin,2020-03-30,EN,6650-201,270.00,2020-03-30,99999,MC Monthly Payment,2020-03-30,FPD,PAYMENT,FPD
5628264,4676,2,6650,admin,2020-03-30,EN,6650-201,270.00,2020-03-30,99999,Visa Monthly Payment,2020-03-30,FPD,PAYMENT,FPD
5628265,0,2,6650,admin,2020-04-20,EN,6650-201,540.00,2020-04-20,99999,VISA Monthly Payment,2020-04-20,FPD,PAYMENT,FPD
5628266,0,2,6651,admin,2019-08-31,EN,6651-151,47.56,2019-08-31,99999,Write Off of Fees,2019-08-31,WOF,PAYMENT,WOF
5628267,4359,2,6651,admin,2019-11-18,EN,6651-151,150.00,2019-11-18,99999,Atty Fees - Visa,2019-11-18,FPD,PAYMENT,FPD
5628268,1730,2,6651,admin,2019-07-11,EN,6651-191,350.00,2019-07-11,99999,Atty & Exp Fees,2019-07-11,FPD,PAYMENT,FPD
5628269,1730,2,6651,admin,2019-07-11,EN,6651-191,35.00,2019-07-11,99999,Atty & Exp Fees,2019-07-11,HPD,PAYMENT,HPD
5628270,0,2,6656,admin,2021-02-25,EN,6656-211,800.00,2021-02-25,99999,Mastercard Payment - Attorney Fees & Cost,2021-02-25,FPD,PAYMENT,FPD
5628271,0,2,6656,admin,2021-02-25,EN,6656-211,62.50,2021-02-25,99999,Mastercard Payment - Attorney Fees & Cost,2021-02-25,HPD,PAYMENT,HPD
5628272,5772,2,6659,admin,2020-07-13,EN,6659-201,500.00,2020-07-13,99999,Attorney and Cost Fees,2020-07-13,FPD,PAYMENT,FPD
5628273,5772,2,6659,admin,2020-07-13,EN,6659-201,75.00,2020-07-13,99999,Attorney and Cost Fees,2020-07-13,HPD,PAYMENT,HPD
5628274,4780,2,6659,admin,2020-02-10,EN,6659-201,500.00,2020-02-10,99999,Cash payment 2.10.2020,2020-02-10,FPD,PAYMENT,FPD
5628275,4780,2,6659,admin,2020-02-10,EN,6659-201,150.00,2020-02-10,99999,Cash payment 2.10.2020,2020-02-10,HPD,PAYMENT,HPD
5628276,4780,2,6659,admin,2020-03-20,EN,6659-201,425.00,2020-03-20,99999,Cash payment,2020-03-20,FPD,PAYMENT,FPD
5628277,4780,2,6659,admin,2020-04-21,EN,6659-201,425.00,2020-04-21,99999,Cash Payment,2020-04-21,FPD,PAYMENT,FPD
5628278,13587,2,6696,admin,2020-09-25,EN,6696-201,1750.00,2020-09-25,99999,VISA Payment,2020-09-25,FPD,PAYMENT,FPD
5628279,13587,2,6696,admin,2020-09-29,EN,6696-201,250.00,2020-09-29,99999,CASH Payment - Consultation Fee,2020-09-29,FPD,PAYMENT,FPD
5628280,0,2,6711,admin,2020-02-28,EN,6711-171,19.45,2020-02-28,99999,Visa Payment,2020-02-28,HPD,PAYMENT,HPD
5628281,0,2,6711,admin,2020-02-28,EN,6711-171,83.66,2020-02-28,99999,Visa Payment,2020-02-28,HPD,PAYMENT,HPD
5628282,5760,2,6715,admin,2020-07-13,EN,6715-201,500.00,2020-07-13,99999,Attorney Fees and Cost,2020-07-13,FPD,PAYMENT,FPD
5628283,5760,2,6715,admin,2020-07-13,EN,6715-201,75.00,2020-07-13,99999,Attorney Fees and Cost,2020-07-13,HPD,PAYMENT,HPD
5628284,0,2,6715,admin,2021-01-22,EN,6715-201,7.91,2021-01-22,99999,Write Off of Fees,2021-01-22,WOF,PAYMENT,WOF
5628285,0,2,6715,admin,2020-12-31,EN,6715-201,41.13,2020-12-31,99999,Write Off of Fees,2020-12-31,WOF,PAYMENT,WOF
5628286,0,2,6717,admin,2020-04-22,EN,6717-201,287.50,2020-04-22,99999,Visa Payment,2020-04-22,FPD,PAYMENT,FPD
5628287,0,2,6717,admin,2020-06-19,EN,6717-201,212.50,2020-06-19,99999,MC 7496 - Monthly payment,2020-06-19,FPD,PAYMENT,FPD
5628288,0,2,6717,admin,2020-07-31,EN,6717-201,82.53,2020-07-31,99999,Write Off of Fees,2020-07-31,WOF,PAYMENT,WOF
5628289,5508,2,6717,admin,2020-06-11,EN,6717-201,500.00,2020-06-11,99999,VISA Payment Attorney and Cost Fees,2020-06-11,FPD,PAYMENT,FPD
5628290,5508,2,6717,admin,2020-06-11,EN,6717-201,75.00,2020-06-11,99999,VISA Payment Attorney and Cost Fees,2020-06-11,HPD,PAYMENT,HPD
5628291,4706,2,6717,admin,2020-03-13,EN,6717-201,750.00,2020-03-13,99999,MC 7496 Initial payment and Costs,2020-03-13,FPD,PAYMENT,FPD
5628292,4706,2,6717,admin,2020-03-13,EN,6717-201,113.00,2020-03-13,99999,MC 7496 Initial payment and Costs,2020-03-13,HPD,PAYMENT,HPD
5628293,9172,2,6719,admin,2021-03-12,EN,6719-211,800.00,2021-03-12,99999,Visa Payment - Attorney Fees & Cost,2021-03-12,FPD,PAYMENT,FPD
5628294,9172,2,6719,admin,2021-03-12,EN,6719-211,62.50,2021-03-12,99999,Visa Payment - Attorney Fees & Cost,2021-03-12,HPD,PAYMENT,HPD
5628295,1233,2,6731,admin,2019-06-27,EN,6731-01,660.00,2019-06-27,99999,Check Number 5817,2019-06-27,HPD,PAYMENT,HPD
5628296,0,2,6735,admin,2019-11-30,EN,6735-01,65.61,2019-11-30,99999,Write Off of Fees,2019-11-30,WOF,PAYMENT,WOF
5628297,0,2,6738,admin,2019-04-30,EN,6738-151,561.98,2019-04-30,99999,Payment from Funds - TS,2019-04-30,FPD,PAYMENT,FPD
5628298,0,2,6738,admin,2019-04-30,EN,6738-151,10.85,2019-04-30,99999,Payment from Funds - TS,2019-04-30,HPD,PAYMENT,HPD
5628299,0,2,6738,admin,2021-05-19,EN,6738-201,500.00,2021-05-19,99999,Cash Payment - Attorney Fees,2021-05-19,FPD,PAYMENT,FPD
5628300,0,2,6738,admin,2020-10-31,EN,6738-201,50.00,2020-10-31,99999,Write Off of Fees,2020-10-31,WOF,PAYMENT,WOF
5628301,0,2,6738,admin,2021-10-12,EN,6738-201,75.00,2021-10-12,99999,Cash Payment - Atty Fees,2021-10-12,FPD,PAYMENT,FPD
5628302,0,2,6743,admin,2020-03-18,EN,6743-201,500.00,2020-03-18,99999,MC 7653 Legal & Cost fees,2020-03-18,FPD,PAYMENT,FPD
5628303,0,2,6743,admin,2020-03-18,EN,6743-201,75.00,2020-03-18,99999,MC 7653 Legal & Cost fees,2020-03-18,HPD,PAYMENT,HPD
5628304,4682,2,6743,admin,2020-03-24,EN,6743-201,520.00,2020-03-24,99999,Visa Payment  - Government Filing Fee,2020-03-24,HPD,PAYMENT,HPD
5628305,0,2,6743,admin,2021-11-23,EN,6743-201,250.00,2021-11-23,99999,Visa Payment - Atty Fees,2021-11-23,FPD,PAYMENT,FPD
5628306,0,2,6743,admin,2022-01-14,EN,6743-211,612.50,2022-01-14,99999,Cash Payment - Atty Fees,2022-01-14,FPD,PAYMENT,FPD
5628307,0,2,6743,admin,2021-12-31,EN,6743-211,250.00,2021-12-31,99999,Credit to Account,2021-12-31,CRE,PAYMENT,CRE
5628308,3705,2,6746,admin,2019-12-13,EN,6746-191,550.00,2019-12-13,99999,Cash payment 12.13.2019,2019-12-13,FPD,PAYMENT,FPD
5628309,0,2,6779,admin,2019-07-15,EN,6779-01,50.40,2019-07-15,99999,VISA PAYMENT,2019-07-15,HPD,PAYMENT,HPD
5628310,0,2,6779,admin,2019-07-15,EN,6779-01,1475.00,2019-07-15,99999,VISA PAYMENT,2019-07-15,FPD,PAYMENT,FPD
5628311,0,2,6786,admin,2019-09-27,EN,6786-01,2000.00,2019-09-27,99999,Atty Fees,2019-09-27,FPD,PAYMENT,FPD
5628312,0,2,6786,admin,2019-09-27,EN,6786-01,170.00,2019-09-27,99999,Write Off of Fees Client did not pay full invoice.,2019-09-27,WOF,PAYMENT,WOF
5628313,1599,2,6790,admin,2019-08-08,EN,6790-191,255.00,2019-08-08,99999,Atty Fees,2019-08-08,FPD,PAYMENT,FPD
5628314,0,2,6790,admin,2019-08-20,EN,6790-191,295.00,2019-08-20,99999,Atty Fees -,2019-08-20,FPD,PAYMENT,FPD
5628315,11896,2,6790,admin,2021-07-21,EN,6790-211,440.50,2021-07-21,99999,Cash Payment - Atty Fees,2021-07-21,FPD,PAYMENT,FPD
5628316,0,2,6790,admin,2021-09-09,EN,6790-211,22.00,2021-09-09,99999,Visa Payment - Cost,2021-09-09,HPD,PAYMENT,HPD
5628317,0,2,6790,admin,2021-09-09,EN,6790-211,400.00,2021-09-09,99999,Cash Payment - Atty Fees,2021-09-09,FPD,PAYMENT,FPD
5628318,12456,2,6792,admin,2021-08-16,EN,6792-211,1187.50,2021-08-16,99999,Check - Atty Fees & Cost,2021-08-16,FPD,PAYMENT,FPD
5628319,12456,2,6792,admin,2021-08-16,EN,6792-211,187.50,2021-08-16,99999,Check - Atty Fees & Cost,2021-08-16,HPD,PAYMENT,HPD
5628320,15037,2,6792,admin,2021-09-13,EN,6792-211,1000.00,2021-09-13,99999,Check Number 1429,2021-09-13,FPD,PAYMENT,FPD
5628321,15037,2,6792,admin,2022-01-10,EN,6792-211,500.00,2022-01-10,99999,Check Number : 1385 Atty Fees,2022-01-10,FPD,PAYMENT,FPD
5628322,16255,2,6804,admin,2021-06-18,EN,6804-211,670.00,2021-06-18,99999,Visa Payment - Attorney Fees,2021-06-18,FPD,PAYMENT,FPD
5628323,16255,2,6804,admin,2021-06-18,EN,6804-211,1005.00,2021-06-18,99999,Cash Payment - Attorney Fees,2021-06-18,FPD,PAYMENT,FPD
5628324,16255,2,6804,admin,2021-07-14,EN,6804-211,583.33,2021-07-14,99999,Visa Payment - Atty Fees,2021-07-14,FPD,PAYMENT,FPD
5628325,12436,2,6804,admin,2021-08-20,EN,6804-211,583.33,2021-08-20,99999,Visa Payment - Atty fees,2021-08-20,FPD,PAYMENT,FPD
5628326,16255,2,6804,admin,2021-09-21,EN,6804-211,583.33,2021-09-21,99999,Visa Payment - Atty Fees,2021-09-21,FPD,PAYMENT,FPD
5628327,16255,2,6804,admin,2021-10-22,EN,6804-211,583.33,2021-10-22,99999,Visa Payment - Atty Fees,2021-10-22,FPD,PAYMENT,FPD
5628328,14622,2,6804,admin,2021-12-01,EN,6804-211,369.05,2021-12-01,99999,Visa Payment - Atty Fees,2021-12-01,FPD,PAYMENT,FPD
5628329,16255,2,6804,admin,2022-01-07,EN,6804-211,583.35,2022-01-07,99999,Visa Payment - Atty fees,2022-01-07,FPD,PAYMENT,FPD
5628330,0,2,6805,admin,2020-07-27,EN,6805-201,800.00,2020-07-27,99999,VISA Card,2020-07-27,FPD,PAYMENT,FPD
5628331,0,2,6805,admin,2020-07-27,EN,6805-201,62.50,2020-07-27,99999,VISA Card,2020-07-27,HPD,PAYMENT,HPD
5628332,0,2,6806,admin,2019-10-30,EN,6806-01,150.00,2019-10-30,99999,Cash Payment for Consultation with COD to continue case 10.30.2019,2019-10-30,FPD,PAYMENT,FPD
5628333,8082,2,6821,admin,2019-04-30,EN,6821-161,2976.80,2019-04-30,99999,Payment from TS - Funds Account,2019-04-30,FPD,PAYMENT,FPD
5628334,7084,2,6823,admin,2019-11-22,EN,6823-191,125.00,2019-11-22,99999,Atty Fees -  Cash Payment,2019-11-22,FPD,PAYMENT,FPD
5628335,0,2,6823,admin,2021-01-14,EN,6823-191,250.00,2021-01-14,99999,VISA Payment,2021-01-14,FPD,PAYMENT,FPD
5628336,0,2,6823,admin,2021-01-26,EN,6823-191,200.00,2021-01-26,99999,MC Payment Attorney Fee,2021-01-26,FPD,PAYMENT,FPD
5628337,0,2,6823,admin,2020-11-30,EN,6823-191,41.20,2020-11-30,99999,Write Off of Fees,2020-11-30,WOF,PAYMENT,WOF
5628338,284,2,6823,admin,2019-05-28,EN,6823-191,125.00,2019-05-28,99999,Payment Received/Fees - Check #: CASH,2019-05-28,FPD,PAYMENT,FPD
5628339,0,2,6823,admin,2021-01-15,EN,6823-211,25.00,2021-01-15,99999,Write Off of Fees,2021-01-15,WOF,PAYMENT,WOF
5628340,0,2,6823,admin,2021-04-05,EN,6823-211,75.00,2021-04-05,99999,Payment Received/Fees - Check #: Payment,2021-04-05,HPD,PAYMENT,HPD
5628341,0,2,6823,admin,2021-04-05,EN,6823-211,500.00,2021-04-05,99999,Payment Received/Fees - Check #: Payment,2021-04-05,FPD,PAYMENT,FPD
5628342,2979,2,6828,admin,2019-11-07,EN,6828-191,500.00,2019-11-07,99999,Cash Payment 11.07.2019,2019-11-07,FPD,PAYMENT,FPD
5628343,0,2,6828,admin,2019-11-07,EN,6828-191,50.00,2019-11-07,99999,Cash Payment 11.07.2019,2019-11-07,HPD,PAYMENT,HPD
5628344,13013,2,6828,admin,2021-09-01,EN,6828-211,800.00,2021-09-01,99999,Cash Payment - Atty Fees & Cost,2021-09-01,FPD,PAYMENT,FPD
5628345,13013,2,6828,admin,2021-09-01,EN,6828-211,62.50,2021-09-01,99999,Cash Payment - Atty Fees & Cost,2021-09-01,HPD,PAYMENT,HPD
5628346,1585,2,6829,admin,2019-08-14,EN,6829-191,500.00,2019-08-14,99999,DACA Renewal- legal & expense,2019-08-14,FPD,PAYMENT,FPD
5628347,1585,2,6829,admin,2019-08-14,EN,6829-191,50.00,2019-08-14,99999,DACA Renewal- legal & expense,2019-08-14,HPD,PAYMENT,HPD
5628348,0,2,6832,admin,2019-06-20,EN,6832-01,25.50,2019-06-20,99999,Visa Payment,2019-06-20,HPD,PAYMENT,HPD
5628349,0,2,6835,admin,2019-04-30,EN,6835-01,924.27,2019-04-30,99999,Payments from Funds Account TS,2019-04-30,FPD,PAYMENT,FPD
5628350,0,2,6835,admin,2021-03-31,EN,6835-01,91.04,2021-03-31,99999,Write Off of Fees,2021-03-31,WOF,PAYMENT,WOF
5628351,1682,2,6835,admin,2019-07-31,EN,6835-191,375.00,2019-07-31,99999,Atty Fees - EAD Renewal,2019-07-31,FPD,PAYMENT,FPD
5628352,0,2,6835,admin,2019-07-31,EN,6835-191,37.50,2019-07-31,99999,Cost EAD Renewal,2019-07-31,HPD,PAYMENT,HPD
5628353,5834,2,6835,admin,2020-07-23,EN,6835-201,500.00,2020-07-23,99999,Cash Payment Attorney and Cost Fees,2020-07-23,FPD,PAYMENT,FPD
5628354,5834,2,6835,admin,2020-07-23,EN,6835-201,75.00,2020-07-23,99999,Cash Payment Attorney and Cost Fees,2020-07-23,HPD,PAYMENT,HPD
5628355,0,2,6835,admin,2021-03-31,EN,6835-201,26.85,2021-03-31,99999,Write Off of Fees,2021-03-31,WOF,PAYMENT,WOF
5628356,11932,2,6835,admin,2021-07-29,EN,6835-211,500.00,2021-07-29,99999,Cash Payment - Atty fees  & Cost,2021-07-29,FPD,PAYMENT,FPD
5628357,11932,2,6835,admin,2021-07-29,EN,6835-211,75.00,2021-07-29,99999,Cash Payment - Atty fees  & Cost,2021-07-29,HPD,PAYMENT,HPD
5628358,0,2,6835,admin,2021-07-29,EN,6835-211,250.00,2021-07-29,99999,Cash Payment - Atty Fees,2021-07-29,FPD,PAYMENT,FPD
5628359,0,2,6835,admin,2021-08-27,EN,6835-211,600.00,2021-08-27,99999,Cash Payment - Atty Fees,2021-08-27,FPD,PAYMENT,FPD
5628360,0,2,6835,admin,2021-10-08,EN,6835-211,600.00,2021-10-08,99999,Cash Payment - Atty fees,2021-10-08,FPD,PAYMENT,FPD
5628361,0,2,6835,admin,2021-10-26,EN,6835-211,275.00,2021-10-26,99999,Cash Payment - Atty Fees,2021-10-26,FPD,PAYMENT,FPD
5628362,17375,2,6835,admin,2022-06-28,EN,6835-221,415.00,2022-06-28,99999,Cash Payment - Atty Fees & Cost,2022-06-28,FPD,PAYMENT,FPD
